election_year,state,district_id,contested_election,dem_2_party_pct,winning_party,dem_last_name,rep_last_name
1990,RI,RI.2,TRUE,0.6183,D,PELL,SCHNEIDER
1990,SC,SC.2,TRUE,0.3362,R,CUNNINGHAM,THURMOND
1990,SD,SD.2,TRUE,0.4625,R,MUENSTER,PRESSLER
1990,TN,TN.2,TRUE,0.6943,D,GORE,HAWKINS
1990,TX,TX.2,TRUE,0.3831,R,PARMER,GRAMM
1990,VA,VA.2,FALSE,0.0000,R,,WARNER
1990,WV,WV.2,TRUE,0.6832,D,ROCKEFELLER IV,YODER
1990,WY,WY.2,TRUE,0.3606,R,HELLING,SIMPSON
1992,AK,AK.3,TRUE,0.4200,R,SMITH,MURKOWSKI
1992,AL,AL.3,TRUE,0.6621,D,SHELBY,SELLERS
1992,AR,AR.3,TRUE,0.6018,D,BUMPERS,HUCKABEE
1992,AZ,AZ.3,TRUE,0.3613,R,SARGENT,MCCAIN
1992,CA,CA.1,TRUE,0.5885,D,FEINSTEIN,SEYMOUR
1992,CA,CA.3,TRUE,0.5270,D,BOXER,HERSCHENSOHN
1992,CO,CO.3,TRUE,0.5480,D,CAMPBELL,CONSIDINE
1992,CT,CT.3,TRUE,0.6067,D,DODD,JOHNSON
1992,FL,FL.3,TRUE,0.6541,D,GRAHAM,GRANT
1992,GA,GA.3,TRUE,0.4935,R,FOWLER,COVERDELL
1992,HI,HI.3,TRUE,0.6802,D,INOUYE,REED
1992,IA,IA.3,TRUE,0.2810,R,LLOYD JONES,GRASSLEY
1992,ID,ID.3,TRUE,0.4348,R,STALLINGS,KEMPTHORNE
1992,IL,IL.3,TRUE,0.5530,D,MOSELEY BRAUN,WILLIAMSON
1992,IN,IN.3,TRUE,0.4152,R,HOGSETT,COATS
1992,KS,KS.3,TRUE,0.3311,R,O'DELL,DOLE
1992,KY,KY.3,TRUE,0.6371,D,FORD,WILLIAMS
1992,LA,LA.3,FALSE,1.0000,D,BREAUX,
1992,MD,MD.3,TRUE,0.7102,D,MIKULSKI,KEYES
1992,MO,MO.3,TRUE,0.4640,R,ROTHMAN SEROT,BOND
1992,NC,NC.3,TRUE,0.4792,R,SANFORD,FAIRCLOTH
1992,ND,ND.1,TRUE,0.6516,D,CONRAD,DALRYMPLE
1992,ND,ND.3,TRUE,0.6028,D,DORGAN,SYDNESS
1992,NH,NH.3,TRUE,0.4849,R,RAUH,GREGG
1992,NV,NV.3,TRUE,0.5594,D,REID,DAHL
1992,NY,NY.3,TRUE,0.4935,R,ABRAMS,D'AMATO
1992,OH,OH.3,TRUE,0.5465,D,GLENN,DEWINE
1992,OK,OK.3,TRUE,0.3948,R,LEWIS,NICKLES
1992,OR,OR.3,TRUE,0.4714,R,AUCOIN,PACKWOOD
1992,PA,PA.3,TRUE,0.4855,R,YEAKEL,SPECTER
1992,SC,SC.3,TRUE,0.5161,D,HOLLINGS,HARTNETT
1992,SD,SD.3,TRUE,0.6663,D,DASCHLE,HAAR
1992,UT,UT.3,TRUE,0.4176,R,OWENS,BENNETT
1992,VT,VT.3,TRUE,0.5555,D,LEAHY,DOUGLAS
1992,WA,WA.3,TRUE,0.5399,D,MURRAY,CHANDLER
1992,WI,WI.3,TRUE,0.5333,D,FEINGOLD,KASTEN
1994,AZ,AZ.1,TRUE,0.4241,R,COPPERSMITH,KYL
1994,CA,CA.1,TRUE,0.5104,D,FEINSTEIN,HUFFINGTON
1994,CT,CT.1,TRUE,0.6837,D,LIEBERMAN,LABRIOLA
1994,DE,DE.1,TRUE,0.4322,R,OBERLY,ROTH
1994,FL,FL.1,TRUE,0.2948,R,RODHAM,MACK
1994,HI,HI.1,TRUE,0.7480,D,AKAKA,HUSTACE
1994,IN,IN.1,TRUE,0.3117,R,JONTZ,LUGAR
1994,MA,MA.1,TRUE,0.5861,D,KENNEDY,ROMNEY
1994,MD,MD.1,TRUE,0.5910,D,SARBANES,BROCK
1994,ME,ME.1,TRUE,0.3764,R,ANDREWS,SNOWE
1994,MI,MI.1,TRUE,0.4518,R,CARR,ABRAHAM
1994,MN,MN.1,TRUE,0.4734,R,WYNIA,GRAMS
1994,MO,MO.1,TRUE,0.3741,R,WHEAT,ASHCROFT
1994,MS,MS.1,TRUE,0.3120,R,HARPER,LOTT
1994,MT,MT.1,TRUE,0.3763,R,MUDD,BURNS
1994,ND,ND.1,TRUE,0.5798,D,CONRAD,CLAYBURGH
1994,NE,NE.1,TRUE,0.5490,D,KERREY,STONEY
1994,NJ,NJ.1,TRUE,0.5168,D,LAUTENBERG,HAYTAIAN
1994,NM,NM.1,TRUE,0.5399,D,BINGAMAN,MCMILLAN
1994,NV,NV.1,TRUE,0.5540,D,BRYAN,FURMAN
1994,NY,NY.1,TRUE,0.5710,D,MOYNIHAN,CASTRO
1994,OH,OH.1,TRUE,0.4233,R,HYATT,DEWINE
1994,OK,OK.2,TRUE,0.4198,R,MCCURDY,INHOFE
1994,PA,PA.1,TRUE,0.4871,R,WOFFORD,SANTORUM
1994,RI,RI.1,TRUE,0.3548,R,KUSHNER,CHAFEE
1994,TN,TN.1,TRUE,0.4276,R,SASSER,FRIST
1994,TN,TN.2,TRUE,0.3898,R,COOPER,THOMPSON
1994,TX,TX.1,TRUE,0.3864,R,FISHER,HUTCHISON
1994,UT,UT.1,TRUE,0.2914,R,SHEA,HATCH
1994,VA,VA.1,TRUE,0.5154,D,ROBB,NORTH
1994,VT,VT.1,TRUE,0.4464,R,BACKUS,JEFFORDS
1994,WA,WA.1,TRUE,0.4425,R,SIMS,GORTON
1994,WI,WI.1,TRUE,0.5889,D,KOHL,WELCH
1994,WV,WV.1,TRUE,0.6901,D,BYRD,KLOS
1994,WY,WY.1,TRUE,0.4004,R,SULLIVAN,THOMAS
1996,AK,AK.2,TRUE,0.1188,R,OBERMEYER,STEVENS
1996,AL,AL.2,TRUE,0.4643,R,BEDFORD,SESSIONS
1996,AR,AR.2,TRUE,0.4730,R,BRYANT,HUTCHINSON
1996,CO,CO.2,TRUE,0.4708,R,STRICKLAND,ALLARD
1996,DE,DE.2,TRUE,0.6116,D,BIDEN,CLATWORTHY
1996,GA,GA.2,TRUE,0.5069,D,CLELAND,MILLNER
1996,IA,IA.2,TRUE,0.5259,D,HARKIN,LIGHTFOOT
1996,ID,ID.2,TRUE,0.4117,R,MINNICK,CRAIG
1996,IL,IL.2,TRUE,0.5797,D,DURBIN,SALVI
1996,KS,KS.2,TRUE,0.3570,R,THOMPSON,ROBERTS
1996,KS,KS.3,TRUE,0.4456,R,DOCKING,BROWNBACK
1996,KY,KY.2,TRUE,0.4359,R,BESHEAR,MCCONNELL
1996,LA,LA.2,TRUE,0.5017,D,LANDRIEU,JENKINS
1996,MA,MA.2,TRUE,0.5386,D,KERRY,WELD
1996,ME,ME.2,TRUE,0.4715,R,BRENNAN,COLLINS
1996,MI,MI.2,TRUE,0.5941,D,LEVIN,ROMNEY
1996,MN,MN.2,TRUE,0.5493,D,WELLSTONE,BOSCHWITZ
1996,MS,MS.2,TRUE,0.2783,R,HUNT,COCHRAN
1996,MT,MT.2,TRUE,0.5258,D,BAUCUS,REHBERG
1996,NC,NC.2,TRUE,0.4659,R,GANTT,HELMS
1996,NE,NE.2,TRUE,0.4259,R,NELSON,HAGEL
1996,NH,NH.2,TRUE,0.4841,R,SWETT,SMITH
1996,NJ,NJ.2,TRUE,0.5531,D,TORRICELLI,ZIMMER
1996,NM,NM.2,TRUE,0.3151,R,TRUJILLO,DOMENICI
1996,OK,OK.2,TRUE,0.4142,R,BOREN,INHOFE
1996,OR,OR.2,TRUE,0.4797,R,BRUGGERE,SMITH
1996,RI,RI.2,TRUE,0.6443,D,REED,MAYER
1996,SC,SC.2,TRUE,0.4518,R,CLOSE,THURMOND
1996,SD,SD.2,TRUE,0.5132,D,JOHNSON,PRESSLER
1996,TN,TN.2,TRUE,0.3750,R,GORDON,THOMPSON
1996,TX,TX.2,TRUE,0.4451,R,MORALES,GRAMM
1996,VA,VA.2,TRUE,0.4745,R,WARNER,WARNER
1996,WV,WV.2,TRUE,0.7665,D,ROCKEFELLER IV,BURKS
1996,WY,WY.2,TRUE,0.4385,R,KARPAN,ENZI
1998,AK,AK.3,TRUE,0.2093,R,SONNEMAN,MURKOWSKI
1998,AL,AL.3,TRUE,0.3672,R,SUDDITH,SHELBY
1998,AR,AR.3,TRUE,0.5660,D,LINCOLN,BOOZMAN
1998,AZ,AZ.3,TRUE,0.2832,R,RANGER,MCCAIN
1998,CA,CA.3,TRUE,0.5523,D,BOXER,FONG
1998,CO,CO.3,TRUE,0.3591,R,LAMM,CAMPBELL
1998,CT,CT.3,TRUE,0.6681,D,DODD,FRANKS
1998,FL,FL.3,TRUE,0.6247,D,GRAHAM,CRIST
1998,GA,GA.3,TRUE,0.4630,R,COLES,COVERDELL
1998,HI,HI.3,TRUE,0.8163,D,INOUYE,YOUNG
1998,IA,IA.3,TRUE,0.3083,R,OSTERBERG,GRASSLEY
1998,ID,ID.3,TRUE,0.2899,R,MAUK,CRAPO
1998,IL,IL.3,TRUE,0.4852,R,MOSELEY BRAUN,FITZGERALD
1998,IN,IN.3,TRUE,0.6468,D,BAYH,HELMKE
1998,KS,KS.3,TRUE,0.3261,R,FELECIANO,BROWNBACK
1998,KY,KY.3,TRUE,0.4970,R,BAESLER,BUNNING
1998,LA,LA.3,TRUE,0.6693,D,BREAUX,DONELON
1998,MD,MD.3,TRUE,0.7050,D,MIKULSKI,PIERPONT
1998,MO,MO.3,TRUE,0.4538,R,NIXON,BOND
1998,NC,NC.3,TRUE,0.5211,D,EDWARDS,FAIRCLOTH
1998,ND,ND.3,TRUE,0.6424,D,DORGAN,NALEWAJA
1998,NH,NH.3,TRUE,0.2940,R,CONDODEMETRAKY,GREGG
1998,NV,NV.3,TRUE,0.5005,D,REID,ENSIGN
1998,NY,NY.3,TRUE,0.5534,D,SCHUMER,D'AMATO
1998,OH,OH.3,TRUE,0.4354,R,BOYLE,VOINOVICH
1998,OK,OK.3,TRUE,0.3203,R,CARROLL,NICKLES
1998,OR,OR.3,TRUE,0.6437,D,WYDEN,LIM
1998,PA,PA.3,TRUE,0.3619,R,LLOYD,SPECTER
1998,SC,SC.3,TRUE,0.5357,D,HOLLINGS,INGLIS
1998,SD,SD.3,TRUE,0.6306,D,DASCHLE,SCHMIDT
1998,UT,UT.3,TRUE,0.3401,R,LECKMAN,BENNETT
1998,VT,VT.3,TRUE,0.7628,D,LEAHY,TUTTLE
1998,WA,WA.3,TRUE,0.5841,D,MURRAY,SMITH
1998,WI,WI.3,TRUE,0.5108,D,FEINGOLD,NEUMANN
2000,AZ,AZ.1,FALSE,0.0000,R,,KYL
2000,CA,CA.1,TRUE,0.6042,D,FEINSTEIN,CAMPBELL
2000,CT,CT.1,TRUE,0.6491,D,LIEBERMAN,GIORDANO
2000,DE,DE.1,TRUE,0.5596,D,CARPER,ROTH
2000,FL,FL.1,TRUE,0.5249,D,NELSON,MCCOLLUM
2000,GA,GA.3,TRUE,0.6056,D,MILLER,MATTINGLY
2000,HI,HI.1,TRUE,0.7479,D,AKAKA,CARROLL
2000,IN,IN.1,TRUE,0.3236,R,JOHNSON,LUGAR
2000,MA,MA.1,TRUE,0.8497,D,KENNEDY,ROBINSON III
2000,MD,MD.1,TRUE,0.6323,D,SARBANES,RAPPAPORT
2000,ME,ME.1,TRUE,0.3106,R,LAWRENCE,SNOWE
2000,MI,MI.1,TRUE,0.5083,D,STABENOW,ABRAHAM
2000,MN,MN.1,TRUE,0.5301,D,DAYTON,GRAMS
2000,MO,MO.1,TRUE,0.5105,D,CARNAHAN,ASHCROFT
2000,MS,MS.1,TRUE,0.3241,R,BROWN,LOTT
2000,MT,MT.1,TRUE,0.4830,R,SCHWEITZER,BURNS
2000,ND,ND.1,TRUE,0.6137,D,CONRAD,SAND
2000,NE,NE.1,TRUE,0.5109,D,NELSON,STENBERG
2000,NJ,NJ.1,TRUE,0.5155,D,CORZINE,FRANKS
2000,NM,NM.1,TRUE,0.6173,D,BINGAMAN,REDMOND
2000,NV,NV.1,TRUE,0.4188,R,BERNSTEIN,ENSIGN
2000,NY,NY.1,TRUE,0.5624,D,CLINTON,LAZIO
2000,OH,OH.1,TRUE,0.3744,R,CELESTE,DEWINE
2000,PA,PA.1,TRUE,0.4647,R,KLINK,SANTORUM
2000,RI,RI.1,TRUE,0.4198,R,WEYGAND,CHAFEE
2000,TN,TN.1,TRUE,0.3310,R,CLARK,FRIST
2000,TX,TX.1,TRUE,0.3318,R,KELLY,HUTCHISON
2000,UT,UT.1,TRUE,0.3246,R,HOWELL,HATCH
2000,VA,VA.1,TRUE,0.4771,R,ROBB,ALLEN
2000,VT,VT.1,TRUE,0.2795,R,FLANAGAN,JEFFORDS
2000,WA,WA.1,TRUE,0.5005,D,CANTWELL,GORTON
2000,WI,WI.1,TRUE,0.6243,D,KOHL,GILLESPIE
2000,WV,WV.1,TRUE,0.7941,D,BYRD,GALLAHER
2000,WY,WY.1,TRUE,0.2300,R,LOGAN,THOMAS
2002,AK,AK.2,TRUE,0.1185,R,VONDERSAAR,STEVENS
2002,AL,AL.2,TRUE,0.4047,R,PARKER,SESSIONS
2002,AR,AR.2,TRUE,0.5390,D,PRYOR,HUTCHINSON
2002,CO,CO.2,TRUE,0.4745,R,STRICKLAND,ALLARD
2002,DE,DE.2,TRUE,0.5879,D,BIDEN,CLATWORTHY
2002,GA,GA.2,TRUE,0.4653,R,CLELAND,CHAMBLISS
2002,IA,IA.2,TRUE,0.5531,D,HARKIN,GANSKE
2002,ID,ID.2,TRUE,0.3331,R,BLINKEN,CRAIG
2002,IL,IL.2,TRUE,0.6134,D,DURBIN,DURKIN
2002,KS,KS.2,FALSE,0.0000,R,,ROBERTS
2002,KY,KY.2,TRUE,0.3532,R,WEINBERG,MCCONNELL
2002,LA,LA.2,TRUE,0.5170,D,LANDRIEU,TERRELL
2002,MA,MA.2,FALSE,1.0000,D,KERRY,
2002,ME,ME.2,TRUE,0.4156,R,PINGREE,COLLINS
2002,MI,MI.2,TRUE,0.6154,D,LEVIN,RACZKOWSKI
2002,MN,MN.2,TRUE,0.4887,R,MONDALE,COLEMAN
2002,MO,MO.1,TRUE,0.4943,R,CARNAHAN,TALENT
2002,MS,MS.2,FALSE,0.0000,R,,COCHRAN
2002,MT,MT.2,TRUE,0.6641,D,BAUCUS,TAYLOR
2002,NC,NC.2,TRUE,0.4563,R,BOWLES,DOLE
2002,NE,NE.2,TRUE,0.1503,R,MATULKA,HAGEL
2002,NH,NH.2,TRUE,0.4773,R,SHAHEEN,SUNUNU
2002,NJ,NJ.2,TRUE,0.5507,D,LAUTENBERG,FORRESTER
2002,NM,NM.2,TRUE,0.3496,R,TRISTANI,DOMENICI
2002,OK,OK.2,TRUE,0.3879,R,WALTERS,INHOFE
2002,OR,OR.2,TRUE,0.4134,R,BRADBURY,SMITH
2002,RI,RI.2,TRUE,0.7843,D,REED,TINGLE
2002,SC,SC.2,TRUE,0.4482,R,SANDERS,GRAHAM
2002,SD,SD.2,TRUE,0.5008,D,JOHNSON,THUNE
2002,TN,TN.2,TRUE,0.4496,R,CLEMENT,ALEXANDER
2002,TX,TX.2,TRUE,0.4393,R,KIRK,CORNYN
2002,VA,VA.2,FALSE,0.0000,R,,WARNER
2002,WV,WV.2,TRUE,0.6311,D,ROCKEFELLER IV,WOLFE
2002,WY,WY.2,TRUE,0.2705,R,CORCORAN,ENZI
2004,AK,AK.3,TRUE,0.4839,R,KNOWLES,MURKOWSKI
2004,AL,AL.3,TRUE,0.3239,R,SOWELL,SHELBY
2004,AR,AR.3,TRUE,0.5592,D,LINCOLN,HOLT
2004,AZ,AZ.3,TRUE,0.2118,R,STARKY,MCCAIN
2004,CA,CA.3,TRUE,0.6042,D,BOXER,JONES
2004,CO,CO.3,TRUE,0.5244,D,SALAZAR,COORS
2004,CT,CT.3,TRUE,0.6738,D,DODD,ORCHULLI
2004,FL,FL.3,TRUE,0.4943,R,CASTOR,MARTINEZ
2004,GA,GA.3,TRUE,0.4085,R,MAJETTE,ISAKSON
2004,HI,HI.3,TRUE,0.7825,D,INOUYE,CAVASSO
2004,IA,IA.3,TRUE,0.2843,R,SMALL,GRASSLEY
2004,ID,ID.3,FALSE,0.0000,R,,CRAPO
2004,IL,IL.3,TRUE,0.7212,D,OBAMA,KEYES
2004,IN,IN.3,TRUE,0.6235,D,BAYH,SCOTT
2004,KS,KS.3,TRUE,0.2844,R,JONES,BROWNBACK
2004,KY,KY.3,TRUE,0.4934,R,MONGIARDO,BUNNING
2004,LA,LA.3,TRUE,0.4820,R,JOHN,VITTER
2004,MD,MD.3,TRUE,0.6577,D,MIKULSKI,PIPKIN
2004,MO,MO.3,TRUE,0.4328,R,FARMER,BOND
2004,NC,NC.3,TRUE,0.4768,R,BOWLES,BURR
2004,ND,ND.3,TRUE,0.6828,D,DORGAN,LIFFRIG
2004,NH,NH.3,TRUE,0.3375,R,HADDOCK,GREGG
2004,NV,NV.3,TRUE,0.6348,D,REID,ZISER
2004,NY,NY.3,TRUE,0.7459,D,SCHUMER,MILLS
2004,OH,OH.3,TRUE,0.3615,R,FINGERHUT,VOINOVICH
2004,OK,OK.3,TRUE,0.4387,R,CARSON,COBURN
2004,OR,OR.3,TRUE,0.6663,D,WYDEN,KING
2004,PA,PA.3,TRUE,0.4438,R,HOEFFEL,SPECTER
2004,SC,SC.3,TRUE,0.4511,R,TENENBAUM,DEMINT
2004,SD,SD.3,TRUE,0.4942,R,DASCHLE,THUNE
2004,UT,UT.3,TRUE,0.2924,R,VAN DAM,BENNETT
2004,VT,VT.3,TRUE,0.7421,D,LEAHY,MCMULLEN
2004,WA,WA.3,TRUE,0.5627,D,MURRAY,NETHERCUTT
2004,WI,WI.3,TRUE,0.5565,D,FEINGOLD,MICHELS
2006,AZ,AZ.1,TRUE,0.4492,R,PEDERSON,KYL
2006,CA,CA.1,TRUE,0.6293,D,FEINSTEIN,MOUNTJOY
2006,CT,CT.1,TRUE,,,,
2006,DE,DE.1,TRUE,0.7098,D,CARPER,TING
2006,FL,FL.1,TRUE,0.6128,D,NELSON,HARRIS
2006,HI,HI.1,TRUE,0.6252,D,AKAKA,THIELEN
2006,IN,IN.1,FALSE,0.0000,R,,LUGAR
2006,MA,MA.1,TRUE,0.6941,D,KENNEDY,CHASE
2006,MD,MD.1,TRUE,0.5509,D,CARDIN,STEELE
2006,ME,ME.1,TRUE,0.2181,R,BRIGHT,SNOWE
2006,MI,MI.1,TRUE,0.5797,D,STABENOW,BOUCHARD
2006,MN,MN.1,TRUE,0.6048,D,KLOBUCHAR,KENNEDY
2006,MO,MO.1,TRUE,0.5117,D,MCCASKILL,TALENT
2006,MS,MS.1,TRUE,0.3542,R,FLEMING,LOTT
2006,MT,MT.1,TRUE,0.5045,D,TESTER,BURNS
2006,ND,ND.1,TRUE,0.6998,D,CONRAD,GROTBERG
2006,NE,NE.1,TRUE,0.6388,D,NELSON,RICKETTS
2006,NJ,NJ.1,TRUE,0.5814,D,MENENDEZ,KEAN
2006,NM,NM.1,TRUE,0.7065,D,BINGAMAN,MCCULLOCH
2006,NV,NV.1,TRUE,0.4254,R,CARTER,ENSIGN
2006,NY,NY.1,TRUE,0.6836,D,CLINTON,SPENCER
2006,OH,OH.1,TRUE,0.5618,D,BROWN,DEWINE
2006,PA,PA.1,TRUE,0.5868,D,CASEY,SANTORUM
2006,RI,RI.1,TRUE,0.5352,D,WHITEHOUSE,CHAFEE
2006,TN,TN.1,TRUE,0.4862,R,FORD,CORKER
2006,TX,TX.1,TRUE,0.3688,R,RADNOFSKY,HUTCHISON
2006,UT,UT.1,TRUE,0.3325,R,ASHDOWN,HATCH
2006,VA,VA.1,TRUE,0.5020,D,WEBB,ALLEN
2006,VT,VT.1,TRUE,0.6690,D,SANDERS,TARRANT
2006,WA,WA.1,TRUE,0.5874,D,CANTWELL,MCGAVICK
2006,WI,WI.1,TRUE,0.6954,D,KOHL,LORGE
2006,WV,WV.1,TRUE,0.7705,D,BYRD,RAESE
2006,WY,WY.1,TRUE,0.2991,R,GROUTAGE,THOMAS
2008,AK,AK.2,TRUE,0.5066,D,BEGICH,STEVENS
2008,AL,AL.2,TRUE,0.3656,R,FIGURES,SESSIONS
2008,AR,AR.2,FALSE,1.0000,D,PRYOR,
2008,CO,CO.2,TRUE,0.5541,D,UDALL,SCHAFFER
2008,DE,DE.2,TRUE,0.6469,D,BIDEN,O'DONNELL
2008,GA,GA.2,TRUE,0.4256,R,MARTIN,CHAMBLISS
2008,IA,IA.2,TRUE,0.6271,D,HARKIN,REED
2008,ID,ID.2,TRUE,0.3717,R,LAROCCO,RISCH
2008,IL,IL.2,TRUE,0.7040,D,DURBIN,SAUERBERG
2008,KS,KS.2,TRUE,0.3777,R,SLATTERY,ROBERTS
2008,KY,KY.2,TRUE,0.4703,R,LUNSFORD,MCCONNELL
2008,LA,LA.2,TRUE,0.5326,D,LANDRIEU,KENNEDY
2008,MA,MA.2,TRUE,0.6805,D,KERRY,BEATTY
2008,ME,ME.2,TRUE,0.3862,R,ALLEN,COLLINS
2008,MI,MI.2,TRUE,0.6493,D,LEVIN,HOOGENDYK
2008,MN,MN.2,TRUE,0.5001,D,FRANKEN,COLEMAN
2008,MS,MS.1,TRUE,0.4504,R,MUSGROVE,WICKER
2008,MS,MS.2,TRUE,0.3856,R,FLEMING,COCHRAN
2008,MT,MT.2,TRUE,0.7292,D,BAUCUS,KELLEHER
2008,NC,NC.2,TRUE,0.5437,D,HAGAN,DOLE
2008,NE,NE.2,TRUE,0.4105,R,KLEEB,JOHANNS
2008,NH,NH.2,TRUE,0.5327,D,SHAHEEN,SUNUNU
2008,NJ,NJ.2,TRUE,0.5718,D,LAUTENBERG,ZIMMER
2008,NM,NM.2,TRUE,0.6133,D,UDALL,PEARCE
2008,OK,OK.2,TRUE,0.4087,R,RICE,INHOFE
2008,OR,OR.2,TRUE,0.5177,D,MERKLEY,SMITH
2008,RI,RI.2,TRUE,0.7340,D,REED,TINGLE
2008,SC,SC.2,TRUE,0.4234,R,CONLEY,GRAHAM
2008,SD,SD.2,TRUE,0.6249,D,JOHNSON,DYKSTRA
2008,TN,TN.2,TRUE,0.3269,R,TUKE,ALEXANDER
2008,TX,TX.2,TRUE,0.4386,R,NORIEGA,CORNYN
2008,VA,VA.2,TRUE,0.6585,D,WARNER,GILMORE
2008,WV,WV.2,TRUE,0.6374,D,ROCKEFELLER IV,WOLFE
2008,WY,WY.1,TRUE,0.2656,R,CARTER,BARRASSO
2008,WY,WY.2,TRUE,0.2428,R,ROTHFUSS,ENZI
2010,AK,AK.3,,,,,
2010,AL,AL.3,TRUE,0.3475,R,BARNES,SHELBY
2010,AR,AR.3,TRUE,0.3895,R,LINCOLN,BOOZMAN
2010,AZ,AZ.3,TRUE,0.3706,R,GLASSMAN,MCCAIN
2010,CA,CA.3,TRUE,0.5530,D,BOXER,FIORINA
2010,CO,CO.3,TRUE,0.5086,D,BENNET,BUCK
2010,CT,CT.3,TRUE,0.5607,D,BLUMENTHAL,MCMAHON
2010,DE,DE.2,TRUE,0.5858,D,COONS,O'DONNELL
2010,FL,FL.3,TRUE,0.2923,R,MEEK,RUBIO
2010,GA,GA.3,TRUE,0.4008,R,THURMOND,ISAKSON
2010,HI,HI.3,TRUE,0.7762,D,INOUYE,CAVASSO
2010,IA,IA.3,TRUE,0.3410,R,CONLIN,GRASSLEY
2010,ID,ID.3,TRUE,0.2594,R,SULLIVAN,CRAPO
2010,IL,IL.3,TRUE,0.4915,R,GIANNOULIAS,KIRK
2010,IN,IN.3,TRUE,0.4229,R,ELLSWORTH,COATS
2010,KS,KS.3,TRUE,0.2734,R,JOHNSTON,MORAN
2010,KY,KY.3,TRUE,0.4426,R,CONWAY,PAUL
2010,LA,LA.3,TRUE,0.3998,R,MELANCON,VITTER
2010,MD,MD.3,TRUE,0.6350,D,MIKULSKI,WARGOTZ
2010,MO,MO.3,TRUE,0.4283,R,CARNAHAN,BLUNT
2010,NC,NC.3,TRUE,0.4399,R,MARSHALL,BURR
2010,ND,ND.3,TRUE,0.2257,R,POTTER,HOEVEN
2010,NH,NH.3,TRUE,0.3801,R,HODES,AYOTTE
2010,NV,NV.3,TRUE,0.5303,D,REID,ANGLE
2010,NY,NY.1,TRUE,0.6420,D,GILLIBRAND,DIOGUARDI
2010,NY,NY.3,TRUE,0.6731,D,SCHUMER,TOWNSEND
2010,OH,OH.3,TRUE,0.4094,R,FISHER,PORTMAN
2010,OK,OK.3,TRUE,0.2701,R,ROGERS,COBURN
2010,OR,OR.3,TRUE,0.5932,D,WYDEN,HUFFMAN
2010,PA,PA.3,TRUE,0.4899,R,SESTAK,TOOMEY
2010,SC,SC.3,TRUE,0.3102,R,GREENE,DEMINT
2010,SD,SD.3,FALSE,0.0000,R,,THUNE
2010,UT,UT.3,TRUE,0.3473,R,GRANATO,LEE
2010,VT,VT.3,TRUE,0.6754,D,LEAHY,BRITTON
2010,WA,WA.3,TRUE,0.5236,D,MURRAY,ROSSI
2010,WI,WI.3,TRUE,0.4755,R,FEINGOLD,JOHNSON
2010,WV,WV.1,TRUE,0.5520,D,MANCHIN,RAESE
2012,AZ,AZ.1,TRUE,0.4841,R,CARMONA,FLAKE
2012,CA,CA.1,TRUE,0.6252,D,FEINSTEIN,EMKEN
2012,CT,CT.1,TRUE,0.5600,D,MURPHY,MCMAHON
2012,DE,DE.1,TRUE,0.6964,D,CARPER,WADE
2012,FL,FL.1,TRUE,0.5667,D,NELSON,MACK
2012,HI,HI.1,TRUE,0.6260,D,HIRONO,LINGLE
2012,IN,IN.1,TRUE,0.5306,D,DONNELLY,MOURDOCK
2012,MA,MA.1,TRUE,0.5378,D,WARREN,BROWN
2012,MD,MD.1,TRUE,0.6801,D,CARDIN,BONGINO
2012,ME,ME.1,TRUE,0.6324,D,KING,SUMMERS
2012,MI,MI.1,TRUE,0.6075,D,STABENOW,HOEKSTRA
2012,MN,MN.1,TRUE,0.6812,D,KLOBUCHAR,BILLS
2012,MO,MO.1,TRUE,0.5836,D,MCCASKILL,AKIN
2012,MS,MS.1,TRUE,0.4150,R,GORE,WICKER
2012,MT,MT.1,TRUE,0.5199,D,TESTER,REHBERG
2012,ND,ND.1,TRUE,0.5046,D,HEITKAMP,BERG
2012,NE,NE.1,TRUE,0.4223,R,KERREY,FISCHER
2012,NJ,NJ.1,TRUE,0.5992,D,MENENDEZ,KYRILLOS
2012,NM,NM.1,TRUE,0.5298,D,HEINRICH,WILSON
2012,NV,NV.1,TRUE,0.4936,R,BERKLEY,HELLER
2012,NY,NY.1,TRUE,0.7328,D,GILLIBRAND,LONG
2012,OH,OH.1,TRUE,0.5314,D,BROWN,MANDEL
2012,PA,PA.1,TRUE,0.5463,D,CASEY,SMITH
2012,RI,RI.1,TRUE,0.6496,D,WHITEHOUSE,HINCKLEY
2012,TN,TN.1,TRUE,0.3191,R,CLAYTON,CORKER
2012,TX,TX.1,TRUE,0.4185,R,SADLER,CRUZ
2012,UT,UT.1,TRUE,0.3146,R,HOWELL,HATCH
2012,VA,VA.1,TRUE,0.5296,D,KAINE,ALLEN
2012,VT,VT.1,TRUE,0.7403,D,SANDERS,MACGOVERN
2012,WA,WA.1,TRUE,0.6045,D,CANTWELL,BAUMGARTNER
2012,WI,WI.1,TRUE,0.5285,D,BALDWIN,THOMPSON
2012,WV,WV.1,TRUE,0.6242,D,MANCHIN,RAESE
2012,WY,WY.1,TRUE,0.2225,R,CHESNUT,BARRASSO
2014,AK,AK.2,TRUE,0.4886,R,BEGICH,SULLIVAN
2014,AL,AL.2,FALSE,0.0000,R,,SESSIONS
2014,AR,AR.2,TRUE,0.4110,R,PRYOR,COTTON
2014,CO,CO.2,TRUE,0.4897,R,UDALL,GARDNER
